05049       618.194         12245        1067        3470        4744
05051       677.781         96024       12283       26053       40337
05053       631.809         17853        1407        5160        6855
05055       577.699         42090        3056       10698       14422
05057       727.520         22609        2371        4391        6984
05059       615.202         32923        3137        8153       11815
05061       588.554         13789        1350        3155        4634
05063       763.953         36647        2878        9925       13443
05065       580.577         13696        1111        4042        5396
05067       633.938         17997        1583        3262        5093
05069       870.746         77435       15721        9231       25683
05071       659.804         25540        2421        6072        8997
05073       528.268          7645        1028        1750        2835
05075       587.614         17415        1263        4064        5629
05077       602.621         10424        1735        1229        3004
05079       561.517         14134        1252        2455        3814
05081       532.253         13171        1397        3604        5192
05083       708.125         22353        1712        5737        7839
05085       770.728         68356        5638       19902       26766
05087       834.255         15717        1587        4917        6782
05089       597.009         16653        1377        5077        6718
05091       625.578         43462        4273       11293       16015
05093       900.574         46480        5621        6988       12995
05095       607.122          8149        1298        1400        2766
05097       779.880          9487         735        2573        3445
05099       617.837          8997        1156        2001        3233
05101       820.896          8330         699        2875        3731
05103       732.783         26120        4320        5347        9881
05105       551.402         10445        1035        2979        4213
05107       695.663         21757        4292        2443        6894
05109       600.618         11291         684        3150        3956
05111       758.389         24583        1878        3149        5283
05113       857.679         20662        1210        6606        8121
05115       812.548         61754        4818       15694       21545
05117       647.958          8715         812        2503        3404
05119       759.763        382748       89377       61182      157728
05121       652.191         17969        1425        4508        6313
05123       634.771         28258        4031        3195        7412
05125       723.604        107118       13247       35852       51971
05127       892.320         11233         507        2378        3017
05129       666.095          8195         601        2955        3698
05131       531.911        125744       12184       28769       43557
05133       565.126         17058        1075        3281        4517
05135       604.439         17264        1472        5405        7190
05137       606.405         12394        1189        4081        5527
05139      1039.214         41639        5667       10201       16338
05141       708.143         17295        1547        5382        7111
05143       941.966        203065       32296       40418       78153
05145      1035.075         77076        5157       21038       27451
05147       586.791          7260        1117        1344        2550
05149       929.984         22185        1472        4600        6389
06001       739.017       1510271      486351       91189      613195
06003       738.332          1175         318         211         575
06005       594.583         38091        5904       10239       17186
06007      1636.464        220000       38676       42193       87847
06009      1020.012         45578        7738       13072       22334
06011      1150.731         21419        2659        3551        6594
06013       715.937       1049025      286658      105819      415972
06015      1006.373         28610        3485        5134        9361
06017      1707.883        181058       35243       47633       89228
06019      5957.991        930450      123660      113949      250264
06021      1313.947         28122        3065        5788        9379
06023      3567.987        134623       19596       10883       33636
06025      4176.603        174528       28467       11295       41751
06027     10180.879         18546        3155        4248        7996
06029      8131.916        839631       86481      119164      217725
06031      1389.420        152982       12902       17446       32250
06033      1256.464         64665        6240        5752       13045
06035      4541.184         34895        2224        7574       10422
06037      4057.884       9818605     1893770      620285     2652072
06039      2137.069        150865       13283       19221       34263
06041       520.306        252409       86650       17531      109941
06043      1448.816         18251        3122        5185        8877
06045      3506.343         87841        6905        3571       11435
06047      1934.972        255793       21856       18486       42523
06049      3917.770          9686         798        2413        3359
06051      3048.982         14202        2696        2080        5154
06053      3280.595        415057       64733       26378       96676
06055       748.362        136484       26161       11946       40393
06057       957.772         98764       16199       14686       33258
06059       790.568       3010232      556544      472669     1092116
06061      1407.009        348432       61969       78977      150532
06063      2553.043         20007        3224        5079        8830
06065      7206.480       2189641      339145      309514      683612
06067       964.644       1418788      273768      163024      467526
06069      1388.710         55269       10050        6471       17572
06071     20056.938       2035210      312517      253962      598783
06073      4206.630       3095313      567243      386807     1011651
06075        46.873        805235      312443       34493      365295
06077      1391.322        685306       89791       68316      166647
06079      3298.567        269637       63001       52672      124575
06081       448.408        718451      219580       53731      287499
06083      2735.085        423895      100120       53740      164224
06085      1290.100       1781642      483472      137452      659148
06087       445.170        262382       85185       20158      113509
06089      3775.402        177223       20471       47587       72554
06091       953.214          3240         601        1048        1804
06093      6277.887         44900        7106       11212       19836
06095       821.765        413344       97159       49595      156067
06097      1575.849        483878      116027       37421      164060
06099      1494.827        514453       73939       72960      156141
06101       602.410         94737       11831       16780       30429
06103      2949.709         63463        6571       14981       22875
06105      3179.254         13786        1876        2409        4716
06107      4824.215        442179       39099       50488       94571
06109      2220.884         55365        8580       13486       23472
06111      1843.133        823318      170489      118764      307881
06113      1014.689        200849       34460       13178       50623
06115       631.839         72155        7234       12313       21058
08001      1167.653        441603       86471       73807      175125
08003       722.643         15445        3168        3031        6897
08005       798.100        572003      148365      109638      281658
08007      1350.175         12084        2489        4234        7290
08009      2554.967          3788         278        1716        2107
08011      1512.861          6499         581        1166        1892
08013       726.289        294567      124715       38766      176735
08014        33.034         55889       19530       14272       37342
08015      1013.403         17809        4773        5283       10999
08017      1778.276          1836         127         905        1076
08019       395.227          9088        2585        2426        5532
08021      1287.391          8256        1753        1885        3970
08023      1226.952          3524        1109         581        1820
08025       787.421          5823         336        1069        1511
08027       738.625          4255         797        2059        3064
08029      1142.050         30952        4048       11584       16661
08031       153.000        600158      174611       43637      232291
08033      1067.051          2064         227         936        1230
08035       840.248        285465       67045      100178      182918
08037      1684.530         52197       12652        8153       22611
08039      1850.847         23086        3056       11536       15689
08041      2126.801        622263      105807      176506      313273
08043      1533.068         46824        5275       15066       21880
08045      2947.563         56389       11205       13071       26328
08047       149.896          5441        1634        1564        3574
08049      1846.330         14843        3319        4467        8513
08051      3239.100         15324        5068        3250        9299
08053      1117.251           843         197         339         589
08055      1591.001          6711        1631        1875        3772
08057      1613.723          1394         171         628         862
08059       764.208        534543      151885      130233      309529
08061      1767.767          1398          91         726         853
08063      2160.822          8270         526        2894        3613
08065       376.911          7310        1600        1264        3175
08067      1692.078         51334       15300       12471       30722
08069      2596.002        299630       92170       82624      193897
08071      4772.672         15507        2614        3656        6693
08073      2577.626          5467         399        1873        2402
08075      1838.547         22709        1843        7272        9702
08077      3328.974        146723       20958       48129       74876
08079       875.666           712         237         344         652
08081      4743.290         13795         874        5293        6510
08083      2029.527         25535        3920        7771       12706
08085      2240.695         41276        5438       14303       21070
08087      1280.433         28159        3128        8104       11888
08089      1261.961         18831        1719        2988        5038
08091       541.593          4436        1690        1337        3287
08093      2193.846         16206        3351        6053       10245
08095       687.928          4442         436        1791        2332
08097       970.697         17148        7239        2522       10387
08099      1638.395         12551        1173        3508        4978
08101      2386.104        159063       27945       27746       60112
08103      3220.934          6666         433        2782        3436
08105       911.958         11982        1985        3060        5488
08107      2362.026         23509        7487        5149       13772
08109      3168.525          6108        1345        1109        2707
08111       387.488           699         265         215         506
08113      1286.611          7359        2960        1030        4311
08115       548.041          2379         267        1015        1364
08117       608.358         27994        9502        5064       16061
08119       557.055         23350        3547        9580       14203
08121      2518.031          4814         289        2284        2708
08123      3987.238        252825       45869       75882      133790
08125      2364.405         10043         701        3755        4664
09001       624.890        916829      238723      155457      410279
09003       735.097        894014      233789      147912      399219
09005       920.560        189927       39836       53376       97434
09007       369.301        165676       45306       38847       88402
09009       604.506        862477      203601      158373      375909
09011       664.878        274055       62951       54574      124527
09013       410.214        152691       38450       33989       77069
09015       512.910        118428       21776       25738       50703
10001       586.179        162310       33347       36989       74253
10003       426.286        538479      162905       85507      261468
10005       936.079        197145       39329       62607      105814
11001        61.048        601723      260223       11553      280272
12001       875.020        247336       75370       46584      127827
12003       585.231         27115        2112       10294       12634
12005       758.459        168852       21689       62010       87151
12007       293.962         28520        2924        8913       12098
12009      1015.664        543376      119525      181620      314337
12011      1209.785       1748066      546956      258521      822837
12013       567.334         14625        1236        4647        6067
12015       680.279        159978       33421       60196       96323
12017       581.696        141236       22765       54377       79590
12019       604.360        190865       27768       74898      106363
12021      1998.324        321520       60941      105297      170505
12023       797.574         67531        7599       20359       28696
12027       637.059         34862        3761        6744       10761
12029       705.053         16422        1270        5822        7202
12031       762.192        864263      203627      210061      428734
12033       656.461        297619       57114       88370      151609
12035       485.461         95696       21985       33804       57413
12037       534.725         11549        1738        4119        6003
12039       516.332         46389       14994        6721       22079
12041       349.677         16939        1457        6740        8418
12043       806.009         12884        1271        2996        4355
12045       564.012         15863        1715        5320        7279
12047       513.790         14799        1899        3439        5451
12049       637.783         27731        2147        5238        7577
12051      1152.750         39140        4610        6192       11106
12053       472.539        172778       31818       59029       93878
12055      1016.615         98786       14901       29509       45589
12057      1020.214       1229226      306422      265928      595072
12059       478.777         19927         852        7476        8506
12061       502.872        138028       28997       48564       79897
12063       917.760         49746        6383       14231       20997
12065       598.095         14761        3537        3930        7641
12067       543.411          8870         515        2795        3375
12069       938.381        297052       62597      101888      169898
12071       784.513        618754      124725      191141      325797
12073       666.852        275487       91936       53777      151925
12075      1118.206         40801        5091       13758       19367
12077       835.562          8365         651        2542        3295
12079       695.948         19224        3526        4849        8503
12081       742.931        322833       71066      101681      178521
12083      1584.546        331298       61958      107710      174485
12085       543.464        146318       30158       53182       85741
12086      1897.716       2496435      623006      333666      978670
12087       983.282         73090       18949       21885       42434
12089       648.639         73314       10849       34221       46537
12091       930.247        180822       23711       71788      100657
12093       768.908         39996        3953        9342       13632
12095       903.429       1145956      329579      195091      545800
12097      1327.453        268685       85287       50252      139981
12099      1969.763       1320134      371411      270762      657235
12101       746.886        464697       89998      141943      240814
12103       273.799        916542      233327      238746      491520
12105      1797.837        602095      117182      157216      283828
12107       727.622         74364        9920       21873       32652
12109       600.655        190039       43037       88633      136392
12111       571.926        277789       66812       70248      140731
12113      1011.605        151372       18398       65126       87432
12115       555.868        379448       97676      124098      228509
12117       309.221        422718      105611      109265      224377
12119       546.933         93420       22631       52722       76649
12121       688.552         41551        3955       14281       18675
12123      1043.305         22570        2149        6923        9279
12125       243.556         15535        1014        4567        5693
12127      1101.032        494593      108793      142763      260304
12129       606.419         30776        4348       10507       15344
12131      1037.625         55043        6861       25695       33559
12133       582.803         24896        2261        8630       11144
13001       507.081         18236        1434        5492        7003
13003       339.382          8375         696        1873        2604
13005       258.576         11096         607        3356        4010
13007       341.944          3451         650         775        1440
13009       257.844         45720        7965        7691       16075
13011       232.091         18395         684        6130        6946
13013       160.309         69367        6580       21105       28828
13015       459.544        100157        8204       29879       39263
13017       250.121         17634        2098        3734        5923
13019       451.897         19286        1041        5408        6563
13021       249.762        155547       34383       22589       58327
13023       215.870         13063        1094        3717        4934
13025       442.362         18411         619        5561        6285
13027       493.046         16243        2504        3679        6268
13029       435.967         30233        4010       10513       15063
13031       672.809         70217        8812       14476       24151
13033       826.968         23316        4730        4491        9350
13035       184.393         23655        2566        6717        9477
13037       280.367          6694        1178         829        2023
13039       613.025         50513        5914       12287       18825
13043       243.044         10998        1023        2661        3757
13045       499.076        110527       12422       29983       43744
13047       162.159         63942        4769       20860       26510
13049       773.576         12171        1004        2950        4008
13051       426.437        265128       58998       43649      106013
13053       248.736         11267         593         746        1384
13055       313.338         26015        1612        6457        8246
13057       421.674        214346       25203       80611      110825
13059       119.200        116714       29514       12691       44221
13061       195.381          3183         697         566        1271
13063       141.570        259424       75908       11740       89236
13065       800.222          6798         685        1724        2443
13067       339.549        688078      159416      152602      326424
13069       575.097         42356        4090        9575       13896
13071       544.153         45498        3460        9892       13592
13073       290.090        124053       18863       43060       64190
13075       227.162         17212        1752        4175        6038
13077       440.892        127317       16572       42513       61315
13079       324.888         12630        1419        3632        5157
13081       272.583         23439        2835        4539        7500
13083       173.981         16633         965        5047        6238
13085       210.830         22330        1444        9880       11680
13087       597.140         27842        4104        6009       10238
13089       267.582        691893      239131       47531      295871
13091       495.890         21796        1836        5021        6995
13093       391.940         14918        1860        1941        3836
13095       328.689         94565       23224       10227       33925
13097       200.067        132403       30971       24803       57365
13099       512.594         11008        2165        2552        4782
13101       414.894          4034         156        1006        1175
13103       477.700         52250        4851       17865       23395
13105       351.055         20166        2507        5269        7912
13107       680.604         22598        2433        5330        7838
13109       182.853         11000        1130        2404        3602
13111       386.723         23682        1920        9622       11764
13113       194.342        106567       23255       35034       60387
13115       509.911         96317        9127       24045       34250
13117       224.021        175511       23427       69801       97314
13119       261.497         22084        1243        7054        8474
13121       526.635        920581      281875      110372      407173
13123       426.540         28292        1955       10465       12713
13125       143.740          3082         138        1235        1390
13127       419.753         79626       11738       21482       34041
13129       355.808         55186        3176       15171       18850
13131       454.527         25011        3005        6047        9187
13133       387.435         15994        3194        5488        8831
13135       430.383        805321      165063      146463      323931
13137       276.740         43041        2483       13184       16128
13139       392.782        179684       16153       51681       70133
13141       471.841          9429        2695         841        3572
13143       282.165         28780        1474        9579       11317
13145       463.869         32024        4082       11931       16392
13147       232.394         25213        2583        7285       10077
13149       296.030         11834         743        3370        4206
13151       322.127        203922       49902       45641       98037
13153       375.541        139900       22460       35351       59559
13155       354.343          9538         890        2711        3659
13157       339.663         60485        4469       21754       27057
13159       368.165         13900        1544        4353        6016
13161       330.740         15068         901        4102        5089
13163       526.485         16930        3809        3057        6934
13165       347.279          8340        1108        1892        3034
13167       303.010          9980        1136        2519        3682
13169       393.933         28669        3960        8304       12524
13171       183.500         18317        2267        5183        7575
13173       185.261         10078         805        1984        2861
13175       807.296         48434        6737       12401       19448
13177       355.784         28298        3166       10641       14106
13179       489.801         63453        9531        6125       16082
13181       210.380          7996        1271        2759        4100
13183       400.293         14464        1356        2623        4109
13185       496.066        109233       14614       21308       36813
13187       282.933         29966        2216        9613       12324
13189       257.461         21875        3699        5432        9268
13191       424.299         14333        2298        3482        5893
13193       400.641         14740        2705        1540        4287
13195       282.311         28120        2423        9195       11945
13197       366.003          8742        1213        1921        3183
13199       501.223         21992        3800        5216        9181
13201       282.421          6125         622        1888        2540
13205       512.085         23498        3492        4272        7857
13207       395.658         26424        3570        8821       12675
13209       239.523          9123         847        2668        3560
13211       347.349         17868        2658        6559        9435
13213       344.466         39628        1799       10340       12422
13215       216.385        189885       39602       26901       68320
13217       272.161         99958       21936       20907       43787
13219       184.290         32808        5253       12885       19030
13221       439.012         14899        1829        4622        6650
13223       312.219        142324       18004       44646       64601
13225       150.267         27695        5083        5405       10699
13227       232.057         29431        1977       11651       13982
13229       316.494         18758         903        6301        7297
13231       216.086         17869        1239        7273        8675
13233       310.331         41475        2863       11006       14158
13235       249.031         12010        1104        2436        3598
13237       344.639         21218        2745        6516        9431
13239       151.237          2513         461         575        1044
13241       369.993         16276        1443        6287        7949
13243       428.236          7719        1597        1270        2895
13245       324.326        200549       48707       24441       74952
13247       129.793         85215       23206       13463       37589
13249       166.906          5010         401        1472        1909
13251       645.101         14593        2300        3305        5699
13253       235.226          8729        1186        2343        3577
13255       196.469         64073        9347       15636       25940
13257       179.131         26175        1835        7682        9760
13259       458.733          6058        1220         805        2053
13261       482.697         32819        5520        5275       10973
13263       391.389          6865        2001        1196        3243
13265       194.608          1717         545         349         897
13267       479.403         25520        1678        5092        6879
13269       376.686          8906        1295        2062        3402
13271       437.303         16500        1313        2449        3794
13273       335.439          9315        2267        1872        4179
13275       544.596         44720        7138       11225       18730
13277       258.915         40118        3892        8680       12796
13279       364.005         27223        2338        6612        9108
13281       166.563         10471        1206        5377        6726
13283       199.436          6885         860        1808        2700
13285       413.988         67044        9597       15643       25793
13287       285.393          8930        1243        2094        3390
13289       358.398          9023        1970        2034        4053
13291       321.926         21356        1962        9849       12039
13293       323.437         27153        3471        7288       10924
13295       446.379         68756        4213       18938       23939
13297       325.680         83768        8279       31093       40425
13299       892.461         36312        3436        8508       12150
13301       284.298          5834        1313         991        2332
13303       678.452         21187        4187        4138        8422
13305       641.777         30099        2039        8147       10376
13307       209.118          2799         471         630        1114
13309       295.484          7421         646        1421        2102
13311       240.686         27144        1672        9751       11771
13313       290.464        102599        7925       21514       30362
13315       377.705          9255         852        2096        2973
13317       469.490         10593        1844        2569        4470
13319       447.308          9563        1893        2332        4276
13321       570.702         21679        2015        6144        8266
16001      1052.576        392365       75676       93748      195587
16003      1363.056          3976         415        1556        2183
16005      1111.988         82839       10342       17180       33405
16007       974.785          5986         255        2203        2928
16009       776.617          9285         780        3101        4192
16011      2093.978         45607        2924       10907       16625
16013      2643.586         21376        6416        3340       10723
16015      1899.237          7028         777        2673        3812
16017      1734.573         40877        5140       10220       16815
16019      1866.077        104234        8930       26699       44212
16021      1268.560         10972         933        3789        5150
16023      2231.667          2891         160         914        1230
16025      1074.493          1117         110         410         599
16027       587.370        188923       16683       46755       72007
16029      1764.146          6963         271        2275        3035
16031      2565.081         22952        1036        5949        8178
16033      1764.185           982          44         203         283
16035      2457.274          8761         704        2852        3801
16037      4920.940          4368         427        1777        2413
16039      3074.738         27038        1814        5816        8519
16041       663.645         12786         385        3901        5499
16043      1863.525         13242         651        4091        5714
16045       560.900         16719        1229        5980        7952
16047       728.973         15464         930        3743        5191
16049      8477.352         16267        1196        6441        8223
16051      1093.501         26140         976        8436       11471
16053       597.185         22374        2117        7347       10667
16055      1244.125        138494       16264       44449       66286
16057      1075.996         37244        8093        7255       18146
16059      4563.387          7936         733        3011        4068
16061       478.795          3821         270        1202        1590
16063      1201.405          5208         360        1184        1748
16065       469.206         37536        1201        8941       15687
16067       757.591         20069        1167        4887        6870
16069       848.092         39265        4828       10699       17195
16071      1200.061          4286         184        1531        2068
16073      7665.511         11526         591        3052        3920
16075       406.867         22623         892        4306        5703
16077      1404.244          7817         699        1666        2758
16079      2629.665         12765        1384        3297        5120
16081       449.456         10170        2157        2161        4966
16083      1921.213         77230        6844       21063       31893
16085      3664.515          9862        1913        2906        5349
16087      1452.982         10198         776        3283        4454
17001       855.202         67103        7633       22732       31770
17003       235.509          8238        1262        1496        2820
17005       380.279         17768        2066        4884        7462
17007       280.719         54165        8952       12261       22604
17009       305.607          6937         475        1776        2336
17011       869.031         34978        6010        9264       16303
17013       253.825          5089         739        1719        2556
17015       444.807         15387        2437        4428        7354
17017       375.818         13642        1617        3216        5054
17019       996.266        201081       49694       33235       89196
17021       709.377         34800        3982       10522       15310
17023       501.418         16335        1873        5620        7819
17025       468.316         13815        1014        5009        6278
17027       474.085         37762        3939       12394       17268
17029       508.291         53873        7285       12985       21580
17031       945.326       5194675     1528582      440213     2055215
17033       443.629         19817        1969        6146        8507
17035       346.024         11048        1028        4200        5513
17037       631.307        105160       20348       19051       42605
17039       397.513         16561        1907        5072        7469
17041       416.665         19980        1946        5695        8089
17043       327.499        916924      222499      164355      412929
17045       623.374         18576        1778        5634        7783
17047       222.416          6721         432        2777        3312
17049       478.777         34242        3071       13613       17428
17051       716.482         22140        1814        7363        9515
17053       485.616         14081        1410        4474        6289
17055       408.889         39561        4711       13101       18533
17057       865.595         37069        6118        8482       15609
17059       323.071          5589         656        1942        2691
17061       543.019         13886        1202        4139        5542
17063       418.043         50063        8021       13417       22891
17065       434.665          8457         800        3205        4143
17067       793.726         19104        1744        5713        7818
17069       177.528          4320         419        1650        2133
17071       378.872          7331        1151        2153        3480
17073       822.985         50486        8835       13962       24232
17075      1117.316         29718        2496        9728       12923
17077       584.081         60218       11619       10889       24509
17079       494.510          9698         924        3973        5104
17081       571.169         38827        4408       11681       16818
17083       369.271         22985        2673        7737       10909
17085       601.087         22678        4452        6113       11177
17087       343.915         12582        1135        4644        6017
17089       520.058        515269       99389       82087      193500
17091       676.556        113449       18908       25081       46556
17093       320.335        114736       23392       24152       50815
17095       716.395         52919        9939       10658       21964
17097       443.670        703462      168186      108608      293574
17099      1135.124        113924       19277       26269       48447
17101       372.178         16833        1288        4517        6039
17103       724.896         36031        5499        8597       15215
17105      1044.285         38950        4005       10197       15096
17107       618.059         30305        3301        8167       12130
17109       589.407         32612        5278        6789       12910
17111       603.171        308760       59827       71117      140145
17113      1183.378        169572       35918       37081       78995
17115       580.689        110768       18211       26782       47283
17117       862.906         47765        6532       14194       21881
17119       715.582        269282       50336       70295      127902
17121       572.363         39437        4231       11677       16600
17123       386.789         12640        1784        3776        5903
17125       539.238         14666        2008        4051        6433
17127       237.218         15429        1555        4844        6633
17129       314.437         12705        1808        4230        6423
17131       561.202         16434        3061        4800        8417
17133       385.011         32957        5522       12614       19074
17135       703.687         30104        3490        8616       12829
17137       568.791         35547        4693        9060       14607
17139       335.943         14846        1476        4453        6209
17141       758.574         53497        8025       14344       23798
17143       619.209        186494       37436       35299       77465
17145       441.761         22350        2433        6816        9706
17147       439.202         16729        2633        5623        8899
17149       831.381         16430        1412        5749        7458
17151       368.770          4470         374        1678        2132
17153       199.185          6161         817        1583        2473
17155       160.161          6006        1143        1762        3076
17157       575.500         33476        3421        9992       14032
17159       359.990         16233        1579        5736        7630
17161       427.636        147546       32258       26969       62971
17163       657.759        270056       60180       53479      119201
